date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
2020-01-31,2.0,2.0,0.2857142857142857,0.0,0.0,0.0,0.029,0.029,0.004208736247228305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.999999999999999,7.365288432649532e-05,7.365288432649534e-05,0.7142857142857143,1.0521840618070764e-05,2.8,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,8.33,8.33,9.52,9.52,13.02,13.02,14.88,14.88,0.0,0.0
2020-02-01,2.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.029,0.0,0.004208736247228305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94065256247052,5.940652562470519,8.750923920150785e-05,1.3856354875012528e-05,0.8486646517815029,1.2501319885929695e-05,2.8,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,8.33,8.33,9.52,9.52,13.02,13.02,14.88,14.88,0.0,0.0
2020-02-02,2.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.029,0.0,0.004208736247228305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1176180111269884,7.0582705735975075,0.00010397239722045663,1.6463158018948774e-05,1.008324367656787,1.485319960292238e-05,2.8,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-03,8.0,6.0,1.1428571428571428,0.0,0.0,0.0,0.118,0.088,0.01683494498891322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.327876060332951,8.386146633930458,0.00012353277759478168,1.9560380374325034e-05,1.1980209477043513,1.764753965639738e-05,2.572288021100005,0.38875895381745124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-04,8.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.118,0.0,0.01683494498891322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5776900640920424,9.9638366980225,0.00014677306235350813,2.3240284758726443e-05,1.423405242574643,2.0967580336215445e-05,2.572288021100005,0.38875895381745124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-05,9.0,1.0,1.286,0.0,0.0,0.0,0.133,0.015,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8745017044065335,11.838338402429034,0.00017438555379440266,2.7612491440894556e-05,1.6911912003470049,2.491222197062895e-05,1.5231250480313918,0.6565449115898131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-06,9.0,0.0,1.286,0.0,0.0,0.0,0.133,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.227152670727598,14.065491073156632,0.00020719279740131165,3.280724360690899e-05,2.0093558675938046,2.9598971057330232e-05,1.5231250480313918,0.6565449115898131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-07,9.0,0.0,1.0,0.0,0.0,0.0,0.133,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6461480440742022,16.711639117230835,0.0002461720845615075,3.8979287160195824e-05,1.673091302461548,2.4645600033573164e-05,3.339990441438893,0.299402054446956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-08,13.0,4.0,1.571,0.0,0.0,0.0,0.191,0.059,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.143969231741149,19.855608348971984,0.0002924845649918057,4.631248043029825e-05,1.9878508266430666,2.9282189398613985e-05,2.429031769050971,0.4116866698662828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-09,14.0,1.0,1.714,0.0,0.0,0.0,0.206,0.015,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.735445774574309,23.591054123546293,0.0003475098361003292,5.502527110852348e-05,2.361826221421255,3.479106269712465e-05,1.0578408544127498,0.9453217805197555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-10,14.0,0.0,0.857,0.0,0.0,0.0,0.206,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.438197102538904,28.029251226085197,0.0004128870396626261,6.537720356229695e-05,2.8061577988792483,4.133632315254921e-05,1.0944443245572086,0.9137056838451614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-11,15.0,1.0,1.0,0.0,0.0,0.0,0.221,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.273157397989383,33.30240862407458,0.0004905636900365292,7.767665037390304e-05,3.3340817037217256,4.9112946811860156e-05,0.5998750279545881,1.6670138835579305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-12,16.0,1.0,1.0,0.0,0.0,0.0,0.236,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.265199201735236,39.567607825809816,0.0005828536884541004,9.228999841757124e-05,3.9613242033401117,5.835259066567111e-05,0.4358710767170387,2.2942563831763167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-13,17.0,1.0,1.143,0.0,0.0,0.0,0.25,0.015,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.443874338435293,47.01148216424511,0.0006925062515720487,0.00010965256311794833,4.706570155869782,6.933049345296244e-05,0.2978258413120133,3.357667002952787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-14,18.0,1.0,1.286,0.0,0.0,0.0,0.265,0.015,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.844294232666833,55.85577639691194,0.0008227878075856688,0.00013028155601362004,5.592019611383015,8.237367471773732e-05,0.2163969318617927,4.621137607619478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-15,18.0,0.0,0.714,0.0,0.0,0.0,0.265,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.50817583930715,66.36395223621909,0.0009775792995006612,0.00015479149191499253,6.644049126749587,9.787067635840794e-05,0.22178589582093192,4.5088529922001515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-16,18.0,0.0,0.571,0.0,0.0,0.0,0.265,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.485084345334087,78.84903658155318,0.0011614917941193473,0.00018391249461868588,7.893997494000985,0.00011628313685985972,0.2515585383739821,3.9752178815466785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-17,19.0,1.0,0.714,0.0,0.0,0.0,0.28,0.015,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.833909661753992,93.68294624330717,0.0013800038406047168,0.00021851204648536967,9.379099288174569,0.00013815954299172727,0.16408646624140696,6.094347833225819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-18,19.0,0.0,0.571,0.0,0.0,0.0,0.28,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.624620688710905,111.30756693201808,0.001639624670381513,0.0002596208297767962,11.143594043991929,0.00016415156862071198,0.18722946628693213,5.34103963351305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-19,20.0,1.0,0.571,0.0,0.0,0.0,0.295,0.015,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94034961139228,132.24791654341035,0.0019480880999183626,0.0003084634295368494,13.240044102514362,0.00019503348735203744,0.13445396785838382,7.437489692035485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-20,22.0,2.0,0.714,0.0,0.0,0.0,0.324,0.029,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.879868315589334,157.1277848589997,0.00231458291253967,0.0003664948126213075,15.73090038496494,0.00023172523728108877,0.12268113451006588,8.15121252337254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-21,23.0,1.0,0.714,0.0,0.0,0.0,0.339,0.015,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.560530692586838,186.68831555158653,0.0027500265820858526,0.00043544366954618275,18.69036273638208,0.00027531982492859765,0.09000353365293927,11.110674874789682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-22,23.0,0.0,0.714,0.0,0.0,0.0,0.339,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.121768481381054,221.81008403296758,0.0032673904923460743,0.0005173639102602218,22.206590256678357,0.00032711588469220193,0.09000353365293927,11.110674874789682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-23,28.0,5.0,1.429,0.0,0.0,0.0,0.412,0.074,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72924478548234,263.5393288184499,0.0038820863401895023,0.0006146958478434279,26.384327462413818,0.00038865636372430786,0.08128139130526628,12.302939011517749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-24,30.0,2.0,1.571,0.0,0.0,0.0,0.442,0.029,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.57978899296728,313.1191178114172,0.004612425232915715,0.0007303388927262132,31.348024509730006,0.000461774484615857,0.07285856354436837,13.72522255933627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-25,34.0,4.0,2.143,0.0,0.0,0.0,0.501,0.059,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.90726010556341,372.0263779169806,0.005480163155824883,0.0008677379229091671,37.24554442642322,0.0005486483550633385,0.0631749721525199,15.829053277392106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-26,37.0,3.0,2.429,0.0,0.0,0.0,0.545,0.044,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.98951313884697,442.0158910558276,0.006511149058881527,0.0010309859030566445,44.25256778748818,0.0006518658512804521,0.06184135585478468,16.170408720471638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-27,44.0,7.0,3.143,0.0,0.0,0.0,0.648,0.103,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.15667611487055,525.1725671706981,0.0077360948682544065,0.0012249458093728798,52.57782604452835,0.0007745017079592481,0.06214905094330484,16.090350292110575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-28,56.0,12.0,4.714,0.0,0.0,0.0,0.825,0.177,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.80098420966738,623.9735513803655,0.00919149036052211,0.0014553954922677049,62.46931940411129,0.0009202091112051799,0.07666583633298792,13.04361952899897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-02-29,61.0,5.0,5.429,0.0,0.0,0.0,0.899,0.074,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.3884640039546,741.3620153843201,0.010920690152631756,0.0017291997921096462,74.22170447876465,0.0010933285228979547,0.06098462490719721,16.397575643397673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-03-01,94.0,33.0,9.429,0.0,0.0,0.0,1.385,0.486,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4728158979135,880.8348312822336,0.012975205187835678,0.0020545150352039208,88.18507178054053,0.001299016978235168,0.06325474802142922,15.809089930470098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
2020-03-02,134.0,40.0,14.857,0.0,0.0,0.0,1.974,0.589,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.7119082317845,1046.546739514018,0.015416237189539364,0.0024410320017036868,104.77537452894299,0.0015434017080890928,0.07776349286382164,12.859504674657378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,2.54,81.32,0.932,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
